index,name,num_incoming,num_outgoing,sum_incoming,sum_outgoing,balance,mean_donation,mean_spend,num_unique_donors,mean_donation_per_unique_donor,label,timestamp,url,typ_volieb,samosprava,stranicky_ucet,strana,label_right,vysledok
94,Marián Tóth,3.0,11.0,4500.0,-3850.3,649.6999999999998,1500.0,-350.02727272727276,1.0,4500.0,NR,1667399665.1065972,https://www.transparentneucty.sk/#/ucet/SK6009000000005195250538,miestne,Tvrdošovce,,SZÖVETSÉG - ALIANCIA,NR,zvolený
95,Ivan Šaško,2.0,3.0,10000.0,-1906.0,8094.0,5000.0,-635.3333333333334,2.0,5000.0,ZA,1667399665.112968,https://www.transparentneucty.sk/#/ucet/SK7609000000005195074001,miestne,Tvrdošín,,nezávislý kandidát,ZA,zvolený
96,Branislav Zacharides,5.0,7.0,6232.0,-6096.0,136.0,1246.4,-870.8571428571429,3.0,2077.3333333333335,ZA,1667399665.122304,https://www.transparentneucty.sk/#/ucet/SK5709000000005194275354,miestne,Vrútky,,nezávislý kandidát,ZA,zvolený
97,Ján Ragan,1.0,4.0,2000.0,-1856.4,143.5999999999999,2000.0,-464.1,1.0,2000.0,PO,1667399665.128255,https://www.transparentneucty.sk/#/ucet/SK5109000000005195108304,miestne,Vranov nad Topľou,,nezávislý kandidát,PO,zvolený
98,Ján Sklár,5.0,12.0,5711.0,-5570.41,140.59000000000015,1142.2,-464.2008333333333,1.0,5711.0,KE,1667399665.13344,https://ib.vub.sk/pch/transparentne-ucty?iban=SK5802000000004657749559,miestne,Sobrance,,nezávislý kandidát,KE,zvolený
99,Miroslava Szitová,13.0,11.0,4850.0,-4746.14,103.85999999999967,373.0769230769231,-431.46727272727276,11.0,440.90909090909093,KE,1667399665.138387,https://www.transparentneucty.sk/#/ucet/SK5009000000005194655429,miestne,Smižany,,"KDH, SaS",KE,zvolený
100,Miroslav Dufinec,44.0,101.0,45450.0,-45228.7,221.3000000000029,1032.9545454545455,-447.80891089108906,36.0,1262.5,KE,1667399665.1460009,https://www.transparentneucty.sk/#/ucet/SK3309000000005193266501,miestne,Michalovce,,"SMER - SD, SME RODINA, SNS, STRANA MODERNÉHO SLOVENSKA (SMS)",KE,zvolený
101,Martin Zaťovič,52.0,40.0,24200.0,-24116.04,83.95999999999913,465.38461538461536,-602.9010000000001,29.0,834.4827586206897,BA,1667399665.1604538,https://www.transparentneucty.sk/#/ucet/SK6209000000005192055710,miestne,Bratislava - Dúbravka,,SOM Slovensko,BA,zvolený
102,Dana Čahojová,16.0,55.0,5643.47,-5222.3899999999985,421.08000000000175,352.716875,-94.95254545454543,2.0,2821.735,BA,1667399665.1666229,https://www.transparentneucty.sk/#/ucet/SK3009000000005149256103,miestne,Bratislava - Karlova Ves,,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,BA,zvolený
103,Pavol Bečarik,3.0,9.0,45000.0,-7866.61,37133.39,15000.0,-874.0677777777778,1.0,45000.0,KE,1667399665.1716118,https://www.transparentneucty.sk/#/ucet/SK8009000000005193597589,miestne,Spišská Nová Ves,,"SNS, Hlas - sociálna demokracia, SMER - SD, SME RODINA",KE,zvolený
104,Miloš Meričko,17.0,13.0,5538.0,-5009.7,528.3000000000002,325.7647058823529,-385.36153846153843,15.0,369.2,PO,1667399665.1770592,https://www.transparentneucty.sk/#/ucet/SK2509000000005194349747,miestne,Humenné,,nezávislý kandidát,PO,zvolený
105,Tomáš Káčer,11.0,11.0,1650.0,-837.52,812.48,150.0,-76.13818181818182,11.0,150.0,BA,1667399665.1860962,https://www.transparentneucty.sk/#/ucet/SK8609000000005195288288,miestne,Rovinka,,nezávislý kandidát,BA,zvolený
106,Jozef Krúpa,14.0,22.0,9642.0,-8740.64,901.3600000000006,688.7142857142857,-397.30181818181813,10.0,964.2,BA,1667399665.193225,https://www.transparentneucty.sk/#/ucet/SK9209000000005189655002,miestne,Bratislava - Záhorská Bystrica,,SOM Slovensko,BA,zvolený
107,Martin Pliešovský,3.0,5.0,1011.0,-491.52,519.48,337.0,-98.304,1.0,1011.0,BB,1667399665.1984892,https://ib.vub.sk/pch/transparentne-ucty?iban=SK3002000000004657789251,miestne,Hnúšťa,,SNS,BB,zvolený
108,Viliam Kall,22.0,12.0,2672.0,-2661.52,10.480000000000018,121.45454545454545,-221.79333333333332,11.0,242.9090909090909,PO,1667399665.206692,https://ib.fio.sk/ib/transparent?a=2202302145,miestne,Veľký Šariš,,nezávislý kandidát,PO,zvolený
109,Karol Pataky,4.0,9.0,2200.0,-1814.5,385.5,550.0,-201.61111111111111,1.0,2200.0,KE,1667399665.2142022,https://www.transparentneucty.sk/#/ucet/SK3709000000005192409822,miestne,Kráľovský Chlmec,,SZÖVETSÉG - ALIANCIA,KE,zvolený
110,Michal Rečka,1.0,3.0,1000.0,-214.2,785.8,1000.0,-71.39999999999999,1.0,1000.0,KE,1667399665.223552,https://www.transparentneucty.sk/#/ucet/SK9709000000005195399543,miestne,Čaňa,,SMER - SD,KE,zvolený
111,Marek Čižmár,15.0,73.0,10600.0,-9610.599999999999,989.4000000000015,706.6666666666666,-131.65205479452052,14.0,757.1428571428571,KE,1667399665.230133,https://www.transparentneucty.sk/#/ucet/SK2409000000005149898448,miestne,Trebišov,,nezávislý kandidát,KE,zvolený
112,Lenka Kovačevičová,20.0,77.0,20040.0,-18504.510000000002,1535.489999999998,1002.0,-240.31831168831172,3.0,6680.0,KE,1667399665.236296,https://www.transparentneucty.sk/#/ucet/SK6809000000005169500580,miestne,Košice - Nad Jazerom,,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,KE,zvolený
113,Ladislav Lörinc,4.0,8.0,4120.0,-3933.2,186.80000000000018,1030.0,-491.65,2.0,2060.0,KE,1667399665.241142,https://www.transparentneucty.sk/#/ucet/SK2409000000005194468105,miestne,Košice - Sídlisko KVP,,nezávislý kandidát,KE,zvolený
114,Jozef Šimko,11.0,11.0,62.019999999999996,-12839.0,-12776.98,5.638181818181818,-1167.1818181818182,5.0,12.404,BB,1667399665.2483041,https://www.transparentneucty.sk/#/ucet/SK5109000000005194233461,miestne,Rimavská Sobota,,nezávislý kandidát,BB,zvolený
115,Martin Kuruc,16.0,22.0,6200.0,-6123.9,76.10000000000036,387.5,-278.35909090909087,13.0,476.9230769230769,BA,1667399665.257249,https://www.transparentneucty.sk/#/ucet/SK8609000000005188670075,miestne,Bratislava - Vrkúňa,,nezávislý kandidát,BA,zvolený
116,Miloš Ihnát,4.0,4.0,1505.94,-591.6999999999999,914.2400000000001,376.485,-147.92499999999998,3.0,501.98,KE,1667399665.263006,https://www.transparentneucty.sk/#/ucet/SK5009000000005149353325,miestne,Košice - Sídlisko Ťahanovce,,nezávislý kandidát,KE,zvolený
117,Ivan Baranovič,34.0,10.0,9175.0,-5756.6,3418.3999999999996,269.8529411764706,-575.6600000000001,20.0,458.75,TT,1667399665.268308,https://www.transparentneucty.sk/#/ucet/SK4709000000005193285649,miestne,Hlohovec,,nezávislý kandidát,TT,zvolený
118,Pavol Kvál,34.0,30.0,13460.0,-12726.76,733.2399999999998,395.88235294117646,-424.22533333333337,17.0,791.7647058823529,BA,1667399665.273648,https://www.transparentneucty.sk/#/ucet/SK4409000000005193260871,miestne,Senec,,nezávislý kandidát,BA,zvolený
119,Ján Juhász,5.0,20.0,380.0,-370.37000000000006,9.629999999999939,76.0,-18.518500000000003,3.0,126.66666666666667,KE,1667399665.280813,https://ib.fio.sk/ib/transparent?a=2902235625,miestne,Košice - Staré Mesto,,KDH,KE,zvolený
120,Martin Džačovský,2.0,13.0,5007.2,-4333.080000000001,674.119999999999,2503.6,-333.3138461538462,1.0,5007.2,TT,1667399665.289814,https://ib.vub.sk/pch/transparentne-ucty?iban=SK8402000000004664456156,miestne,Senica,,nezávislý kandidát,TT,zvolený
121,František Ténai,17.0,22.0,6870.0,-6709.47,160.52999999999975,404.11764705882354,-304.9759090909091,13.0,528.4615384615385,KE,1667399665.295542,https://ib.fio.sk/ib/transparent?a=2001496545,miestne,Košice - Sever,,"KDH, SaS, SME RODINA, SZÖVETSÉG - ALIANCIA, NOVA, SRK, DOBRÁ VOĽBA a Umiernení, OĽANO-NOVA-KÚ-ZMENA ZDOLA",KE,zvolený
122,Michal Domik,22.0,173.0,45578.21000000001,-46774.94,-1196.729999999996,2071.7368181818183,-270.37537572254337,1.0,45578.21000000001,KE,1667399665.3022778,https://www.transparentneucty.sk/#/ucet/SK1109000000005152974261,miestne,Rožňava,,nezávislý kandidát,KE,zvolený
123,Peter Antal,4.0,5.0,1211.0,-1134.3999999999999,76.60000000000014,302.75,-226.87999999999997,1.0,1211.0,BB,1667399665.30708,https://ib.vub.sk/pch/transparentne-ucty?iban=SK2702000000004649723658,mietsne,Žiar nad Hronom,,nezávislý kandidát,BB,zvolený
124,Ján Ferenčák,1.0,6.0,2000.0,-28.16,1971.84,2000.0,-4.693333333333333,1.0,2000.0,PO,1667399665.314761,https://www.transparentneucty.sk/#/ucet/SK5009000000005194254334,miestne,Kežmarok,,"Hlas - sociálna demokracia, SMER - SD, SNS",PO,zvolený
125,Ernest Németh,9.0,34.0,6911.82,-6549.75,362.0699999999997,767.98,-192.63970588235293,8.0,863.9775,BA,1667399665.3235211,https://ib.vub.sk/pch/transparentne-ucty?iban=SK6402000000004665428456,miestne,Dunajská Lužná,,KDH,BA,zvolený
126,Peter Petrikán,7.0,22.0,4485.0,-4490.8,-5.800000000000182,640.7142857142857,-204.12727272727273,1.0,4485.0,KE,1667399665.3290381,https://www.transparentneucty.sk/#/ucet/SK2809000000005194949056,miestne,Veľké Kapušany,,nezávislý kandidát,KE,zvolený
127,Marian Mihalda,7.0,26.0,6385.2,-4839.86,1545.3400000000001,912.1714285714286,-186.14846153846153,2.0,3192.6,ZA,1667399665.3342452,https://www.transparentneucty.sk/#/ucet/SK2109000000005194928327,miestne,Kysucké Nové Mesto,,nezávislý kandidát,ZA,zvolený
128,Dušan Husár,15.0,12.0,1500.0,-5302.4,-3802.3999999999996,100.0,-441.8666666666666,15.0,100.0,NR,1667399665.339116,https://www.transparentneucty.sk/#/ucet/SK7809000000005194412910,miestne,Zlaté Moravce,,"SMER - SD, Hlas - sociálna demokracia, SNS",NR,zvolený
129,Peter Marušinec,19.0,24.0,7650.0,-7334.539999999999,315.46000000000095,402.63157894736844,-305.6058333333333,16.0,478.125,TN,1667399665.344797,https://www.transparentneucty.sk/#/ucet/SK6009000000005192207163,miestne,Nová Dubnica,,"Hlas - sociálna demokracia, SMER - SD, SNS",TN,zvolený
130,Marcela Ivančová,3.0,11.0,3103.0,-2265.1,837.9000000000001,1034.3333333333333,-205.9181818181818,3.0,1034.3333333333333,PO,1667399665.354039,https://www.transparentneucty.sk/#/ucet/SK0709000000005193916287,miestne,Svidník,,"Hlas - sociálna demokracia, SME RODINA, KDH",PO,zvolený
131,Iván Fenes,2.0,17.0,4900.0,-4521.150000000001,378.84999999999945,2450.0,-265.95000000000005,1.0,4900.0,TT,1667399665.360493,https://www.transparentneucty.sk/#/ucet/SK1209000000005194214957,miestne,Gabčíkovo,,SZÖVETSÉG - ALIANCIA,TT,zvolený
132,Marián Plevko,12.0,25.0,1000.9,-990.6999999999999,10.200000000000045,83.40833333333333,-39.628,1.0,1000.9,ZA,1667399665.366314,https://www.transparentneucty.sk/#/ucet/SK4009000000005148021695,miestne,Oščadnica,,nezávislý kandidát,ZA,zvolený
133,Dominik Frajkor,1.0,18.0,5000.0,-4696.49,303.5100000000002,5000.0,-260.9161111111111,1.0,5000.0,KE,1667399665.37111,https://www.transparentneucty.sk/#/ucet/SK5809000000005193325997,miestne,Sečovce,,nezávislý kandidát,KE,zvolený
134,Ondrej Brendza,4.0,4.0,85.0,-20.0,65.0,21.25,-5.0,1.0,85.0,PO,1667399665.377203,https://www.transparentneucty.sk/#/ucet/SK4809000000005193304352,miestne,Stropkov,,nezávislý kandidát,PO,zvolený
135,Nadežda Babiaková,7.0,14.0,2030.0,-2020.0,10.0,290.0,-144.28571428571428,3.0,676.6666666666666,BB,1667399665.386812,https://www.transparentneucty.sk/#/ucet/SK7909000000005190741733,miestne,Banská Štiavnica,,"SMER - SD, Hlas - sociálna demokracia, SNS, STRANA MODERNÉHO SLOVENSKA (SMS), SME RODINA, REPUBLIKA",BB,zvolený
136,Dárius Dubiňák,2.0,2.0,600.0,-10.0,590.0,300.0,-5.0,1.0,600.0,KE,1667399665.392983,https://www.transparentneucty.sk/#/ucet/SK3909000000005195017437,miestne,Krompachy,,SPOLU,KE,zvolený
137,Marian Soóky,0.0,1.0,0.0,-5.0,-5.0,-1.0,-5.0,0.0,-1.0,TT,1667399665.3980238,https://www.transparentneucty.sk/#/ucet/SK1109000000005195691800,miestne,Veľký Meder,,nezávislý kandidát,TT,zvolený
138,Peter Trojna,2.0,12.0,750.0,-596.5,153.5,375.0,-49.708333333333336,1.0,750.0,BA,1667399665.40288,https://www.transparentneucty.sk/#/ucet/SK6209000000005194866576,,Šenkvice,,nezávislý kandidát,BA,zvolený
139,Ľubomír Golis,1.0,6.0,3000.0,-762.0,2238.0,3000.0,-127.0,1.0,3000.0,ZA,1667399665.407734,https://www.transparentneucty.sk/#/ucet/SK1109000000005195109024,,Turzovka,,"Hlas - sociálna demokracia, SNS",ZA,zvolený
140,Tomáš Abel,22.0,53.0,8000.0,-7990.4,9.600000000000364,363.6363636363636,-150.7622641509434,18.0,444.44444444444446,BB,1667399665.416054,https://www.transparentneucty.sk/#/ucet/SK7809000000005148595445,,Brezno,,nezávislý kandidát,BB,zvolený
141,Dáša Vojsovičová,5.0,13.0,1230.0,-1165.8600000000001,64.13999999999987,246.0,-89.68153846153847,1.0,1230.0,PO,1667399665.4246569,https://www.transparentneucty.sk/#/ucet/SK7409000000005192817332,,Svit,,nezávislý kandidát,PO,zvolený
142,Anna Súkeníková,34.0,21.0,5298.0,-5716.799999999999,-418.7999999999993,155.8235294117647,-272.2285714285714,5.0,1059.6,KE,1667399665.4305851,https://www.transparentneucty.sk/#/ucet/SK1609000000005191944794,miestne,Košice - Juh,,nezávislý kandidát,KE,zvolený
143,Zoltán Molnár,2.0,15.0,2000.0,-1915.0900000000001,84.90999999999985,1000.0,-127.67266666666667,2.0,1000.0,NR,1667399665.435762,https://www.transparentneucty.sk/#/ucet/SK0609000000005193450317,miestne,Nesvady,,SZÖVETSÉG - ALIANCIA,NR,zvolený
144,Ján Slovák,4.0,9.0,703.0,-634.58,68.41999999999996,175.75,-70.50888888888889,1.0,703.0,KE,1667399665.440594,https://www.transparentneucty.sk/#/ucet/SK9309000000005193817836,miestne,Dobšiná,,"KDH, SME RODINA, Slovenský PATRIOT",KE,zvolený
145,Július Piták,1.0,3.0,1000.0,-269.06,730.94,1000.0,-89.68666666666667,1.0,1000.0,ZA,1667399665.4480698,https://www.transparentneucty.sk/#/ucet/SK1409000000005195663519,miestne,Rabča,,nezávislý kandidát,ZA,zvolený
146,Daniel Petrík,1.0,2.0,300.0,-7.52,292.48,300.0,-3.76,1.0,300.0,KE,1667399665.4571378,https://www.transparentneucty.sk/#/ucet/SK7409000000005195906103,miestne,Košice - Šaca,,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,KE,zvolený
147,Peter Tomko,13.0,11.0,6259.0,-6913.3,-654.3000000000002,481.46153846153845,-628.4818181818182,10.0,625.9,KE,1667399665.462621,https://www.transparentneucty.sk/#/ucet/SK8309000000005194192727,miestne,Košice - Krásna,,KDH,KE,zvolený
148,Peter Hanus,1.0,2.0,500.0,-10.0,490.0,500.0,-5.0,1.0,500.0,ZA,1667399665.467577,https://www.transparentneucty.sk/#/ucet/SK3709000000005194871391,miestne,Rajec,,nezávislý kandidát,ZA,zvolený
149,Dušan Tomaško,3.0,6.0,3100.0,-2945.2,154.80000000000018,1033.3333333333333,-490.8666666666666,1.0,3100.0,KE,1667399665.4722838,https://www.transparentneucty.sk/#/ucet/SK8709000000005194926460,miestne,Gelnica,,nezávislý kandidát,KE,zvolený
150,Miloš Mojto,2.0,8.0,800.0,-444.0,356.0,400.0,-55.5,1.0,800.0,TN,1667399665.4795918,https://www.transparentneucty.sk/#/ucet/SK0509000000005195029980,miestne,Nemšová,,nezávislý kandidát,TN,zvolený
151,Ondrej Juhász,0.0,2.0,0.0,-5.68,-5.68,-1.0,-2.84,0.0,-1.0,NR,1667399665.488671,https://www.transparentneucty.sk/#/ucet/SK0709000000005196080454,miestne,Želiezovce,,nezávislý kandidát,NR,zvolený
152,Erika Győrfiová,1.0,21.0,500.0,-892.27,-392.27,500.0,-42.48904761904762,1.0,500.0,BB,1667399665.4943192,https://www.transparentneucty.sk/#/ucet/SK9209000000005194452525,miestne,Tornaľa,,"Hlas - sociálna demokracia, SZÖVETSÉG - ALIANCIA, SME RODINA",BB,zvolený
153,Florián Giňa,0.0,2.0,0.0,-9.26,-9.26,-1.0,-4.63,0.0,-1.0,PO,1667399665.4993222,https://www.transparentneucty.sk/#/ucet/SK2709000000005195606055,miestne,Jarovnice,,SRK,PO,zvolený
154,Radoslav Vazan,1.0,15.0,2000.0,-1484.3000000000002,515.6999999999998,2000.0,-98.95333333333335,1.0,2000.0,BB,1667399665.504114,https://www.transparentneucty.sk/#/ucet/SK4109000000005194685855,miestne,Krupina,,nezávislý kandidát,BB,zvolený
155,Boris Hanuščak,2.0,10.0,10005.0,-9899.3,105.70000000000073,5002.5,-989.93,1.0,10005.0,PO,1667399665.508737,https://ib.vub.sk/pch/transparentne-ucty?iban=SK3002000000004644674754,miestne,Bardejov,,"Hlas - sociálna demokracia, SMER - SD, SNS",PO,zvolený
156,DOBRÁ VOĽBA a Umiernení,7.0,31.0,127100.0,-122241.77,4858.229999999996,18157.14285714286,-3943.2829032258064,4.0,31775.0,PS,1667399665.5163379,https://www.transparentneucty.sk/#/ucet/SK9309000000005193555063,,,https://www.transparentneucty.sk/#/ucet/SK9309000000005193555063,,PS,
157,DOMOV národná strana,41.0,44.0,65204.0,-56507.74999999999,8696.250000000007,1590.341463414634,-1284.2670454545453,34.0,1917.764705882353,PS,1667399665.5253272,https://ib.vub.sk/pch/transparentne-ucty?iban=SK0802000000004624586159,,,https://ib.vub.sk/pch/transparentne-ucty?iban=SK0802000000004624586159,,PS,
158,HLAS - sociálna demokracia,38.0,57.0,135003.18000000005,-130273.73,4729.450000000055,3552.715263157896,-2285.5040350877193,35.0,3857.233714285716,PS,1667399665.531272,https://www.transparentneucty.sk/#/ucet/SK2309000000005192332474,,,https://www.transparentneucty.sk/#/ucet/SK2309000000005192332474,,PS,
159,Komunistická strana Slovenska,13.0,18.0,6121.7,-5855.53,266.1700000000001,470.9,-325.3072222222222,7.0,874.5285714285714,PS,1667399665.536441,https://www.transparentneucty.sk/#/ucet/SK4809000000005193974137,,,https://www.transparentneucty.sk/#/ucet/SK4809000000005193974137,,PS,
160,Kotlebovci - Ľudová strana Naše Slovensko,24.0,193.0,329865.75,-322401.95,7463.799999999988,13744.40625,-1670.4764248704664,8.0,41233.21875,PS,1667399665.5431669,https://www.transparentneucty.sk/#/ucet/SK0209000000005187339874,,,https://www.transparentneucty.sk/#/ucet/SK0209000000005187339874,,PS,
161,Kresťanskodemokratické hnutie,77.0,142.0,414087.8,-388331.66000000003,25756.139999999956,5377.763636363637,-2734.73,54.0,7668.292592592592,PS,1667399665.5544178,https://www.transparentneucty.sk/#/ucet/SK0709000000005191733399,,,https://www.transparentneucty.sk/#/ucet/SK0709000000005191733399,,PS,
162,ODS - Občianski demokrati Slovenska,8.0,12.0,602.0,-57.58,544.42,75.25,-4.798333333333333,5.0,120.4,PS,1667399665.5602932,https://www.transparentneucty.sk/#/ucet/SK0709000000005190700640,,,https://www.transparentneucty.sk/#/ucet/SK0709000000005190700640,,PS,
163,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA",9.0,284.0,951560.4,-921967.22,29593.18000000005,105728.93333333333,-3246.363450704225,3.0,317186.8,PS,1667399665.5667222,https://www.transparentneucty.sk/#/ucet/SK3809000000005188927504,,,https://www.transparentneucty.sk/#/ucet/SK3809000000005188927504,,PS,
164,PROGRESÍVNE SLOVENSKO,6.0,95.0,27345.0,-26155.24,1189.7599999999984,4557.5,-275.31831578947373,3.0,9115.0,PS,1667399665.572165,https://www.transparentneucty.sk/#/ucet/SK5709000000005192786986,,,https://www.transparentneucty.sk/#/ucet/SK5709000000005192786986,,PS,
165,REPUBLIKA,184.0,222.0,119821.00000000001,-119121.70999999999,699.2900000000227,651.2010869565219,-536.5842792792793,104.0,1152.1250000000002,PS,1667399665.579804,https://ib.vub.sk/pch/transparentne-ucty?iban=SK4102000000004570401656,,,https://ib.vub.sk/pch/transparentne-ucty?iban=SK4102000000004570401656,,PS,
166,Sloboda a Solidarita,29.0,590.0,836265.11,-463895.41000000003,372369.69999999995,28836.727931034482,-786.2634067796611,4.0,209066.2775,PS,1667399665.5918138,https://www.transparentneucty.sk/#/ucet/SK7109000000005178313461,,,https://www.transparentneucty.sk/#/ucet/SK7109000000005178313461,,PS,
167,Slovenský PATRIOT,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,PS,1667399665.597674,https://ib.fio.sk/ib/transparent?a=2902302357,,,https://ib.fio.sk/ib/transparent?a=2902302357,,PS,
168,SME RODINA,40.0,490.0,1119150.81,-996526.5399999999,122624.27000000014,27978.77025,-2033.7276326530612,16.0,69946.925625,PS,1667399665.604866,https://www.transparentneucty.sk/#/ucet/SK2109000000005189770449,,,https://www.transparentneucty.sk/#/ucet/SK2109000000005189770449,,PS,
169,SMER - sociálna demokracia,6.0,275.0,550001.0,-415803.83,134197.16999999998,91666.83333333333,-1512.0139272727274,2.0,275000.5,PS,1667399665.613152,https://www.transparentneucty.sk/#/ucet/SK1209000000005191226290,,,https://www.transparentneucty.sk/#/ucet/SK1209000000005191226290,,PS,
170,Socialisti.sk,21.0,39.0,17915.0,-17422.25,492.75,853.0952380952381,-446.72435897435895,12.0,1492.9166666666667,PS,1667399665.624585,https://www.transparentneucty.sk/#/ucet/SK7809000000005194064389,,,https://www.transparentneucty.sk/#/ucet/SK7809000000005194064389,,PS,
171,SPOLU - občianska demokracia,17.0,66.0,65320.0,-62873.23,2446.769999999997,3842.3529411764707,-952.624696969697,14.0,4665.714285714285,PS,1667399665.631221,https://www.transparentneucty.sk/#/ucet/SK4809000000005188974466,,,https://www.transparentneucty.sk/#/ucet/SK4809000000005188974466,,PS,
172,SZÖVETSÉG - Magyarok. Nemzetiségek. Regiók. | ALIANCIA - Maďari. Národnosti. Regióny,17.0,82.0,92366.0,-91191.1,1174.8999999999942,5433.294117647059,-1112.0865853658538,10.0,9236.6,PS,1667399665.63771,https://www.transparentneucty.sk/#/ucet/SK2109000000005193282528,,,https://www.transparentneucty.sk/#/ucet/SK2109000000005193282528,,PS,
173,Team Bratislava,1392.0,384.0,319059.29000000004,-258997.12,60062.17000000004,229.20926005747128,-674.4716666666667,1259.0,253.42278792692616,PS,1667399665.6555688,https://www.transparentneucty.sk/#/ucet/SK7309000000005191923301,,,https://www.transparentneucty.sk/#/ucet/SK7309000000005191923301,,PS,
174,Tím Kraj Nitra - Združenie kandidátov Nitrianskeho kraja,84.0,102.0,44489.99,-34231.28,10258.71,529.6427380952381,-335.60078431372546,67.0,664.0297014925372,PS,1667399665.6633668,https://www.transparentneucty.sk/#/ucet/SK9609000000005194268541,,,https://www.transparentneucty.sk/#/ucet/SK9609000000005194268541,,PS,
175,Zuzana Aufrichtová,46.0,84.0,26096.9,-26036.910000000003,59.98999999999796,567.3239130434783,-309.96321428571434,36.0,724.9138888888889,BA,1667399665.6696808,https://www.transparentneucty.sk/#/ucet/SK1709000000005147134268,miestne,Bratislava - Staré Mesto,,"SaS, KDH, OKS, NOVA, ZA ĽUDÍ, Zmena zdola, DÚ",BA,nezvolený
176,Katarína Bálintová,26.0,30.0,5660.0,-5481.17,178.82999999999993,217.69230769230768,-182.70566666666667,10.0,566.0,BA,1667399665.675285,https://ib.fio.sk/ib/transparent?a=2302256756,miestne,Chorvátsky Grob,,nezávislý kandidát,BA,nezvolený
177,Sandra Benko,13.0,38.0,9893.44,-9858.800000000001,34.63999999999942,761.0338461538462,-259.44210526315794,3.0,3297.8133333333335,BA,1667399665.6833558,https://ib.vub.sk/pch/transparentne-ucty?iban=SK5602000000004626701253,miestne,Rovinka,,nezávislý kandidát,BA,nezvolený
178,Monika Debnárová,16.0,20.0,5260.0,-5184.469999999999,75.53000000000065,328.75,-259.22349999999994,10.0,526.0,BA,1667399665.6920571,https://ib.fio.sk/ib/transparent?a=2302288475,miestne,Bratislava - Vajnory,,nezávislý kandidát,BA,nezvolený
179,Marek Dinuš,7.0,20.0,1905.58,-993.4000000000001,912.1799999999998,272.2257142857143,-49.67,4.0,476.395,BA,1667399665.697552,https://ib.fio.sk/ib/transparent?a=2502253250,miestne,Bratislava - Dúbravka,,nezávislý kandidát,BA,nezvolený
180,Branislav Filipovič,28.0,44.0,19335.82,-19748.82,-413.0,690.5649999999999,-448.83681818181816,22.0,878.9009090909091,BA,1667399665.703136,https://www.transparentneucty.sk/#/ucet/SK7109000000005194645060,miestne,Bratislava - Nové Mesto,,nezávislý kandidát,BA,nezvolený
181,Hana Haldová,17.0,6.0,7040.0,-6092.46,947.54,414.11764705882354,-1015.41,16.0,440.0,BA,1667399665.708199,https://ib.fio.sk/ib/transparent?a=2302253862,miestne,Stupava,,nezávislý kandidát,BA,nezvolený
182,Martin Kližan,19.0,43.0,51428.42,-51188.22,240.1999999999971,2706.758947368421,-1190.4237209302325,2.0,25714.21,BA,1667399665.7158022,https://ib.vub.sk/pch/transparentne-ucty?iban=SK7202000000004610405353,miestne,Bratislava - Petržalka,,nezávislý kandidát,BA,nezvolený
183,Peter Kmeť,25.0,42.0,3914.0,-3477.99,436.0100000000002,156.56,-82.8092857142857,24.0,163.08333333333334,BA,1667399665.725049,https://www.transparentneucty.sk/#/ucet/SK9609000000005193232969,miestne,Senec,,Progresívne Slovensko,BA,nezvolený
184,Peter Komínek,4.0,13.0,1301.0,-1213.2,87.79999999999995,325.25,-93.32307692307693,2.0,650.5,BA,1667399665.7302651,https://www.transparentneucty.sk/#/ucet/SK2709000000005194755753,miestne,Rovinka,,"NOVA, OKS, Zmena zdola, DÚ, OĽANO-NOVA-KÚ-ZMENA ZDOLA",BA,nezvolený
185,Michal Kakalík,4.0,4.0,500.0,-196.0,304.0,125.0,-49.0,3.0,166.66666666666666,BA,1667399665.7351758,https://www.transparentneucty.sk/#/ucet/SK0509000000005194456710,miestne,Šenkvice,,nezávislý kandidát,BA,nezvolený
186,Tomáš Lukačovský,30.0,31.0,1977.0,-1857.49,119.50999999999999,65.9,-59.91903225806452,15.0,131.8,BA,1667399665.740483,https://ib.vub.sk/pch/transparentne-ucty?iban=SK6202000000004588718758,miestne,Slovenský Grob,,nezávislý kandidát,BA,nezvolený
187,Martin Mlýnek,15.0,62.0,9000.0,-8875.380000000001,124.61999999999898,600.0,-143.15129032258065,13.0,692.3076923076923,BA,1667399665.7483451,https://www.transparentneucty.sk/#/ucet/SK0309000000005194188250,miestne,Bratislava,,"NOVA, OKS, Zmena zdola, DÚ, OĽANO-NOVA-KÚ-ZMENA ZDOLA",BA,nezvolený
188,Radoslav Olekšák,0.0,11.0,0.0,-2697.46,-2697.46,-1.0,-245.22363636363636,0.0,-1.0,BA,1667399665.757163,https://www.transparentneucty.sk/#/ucet/SK8609000000005194682232,miestne,Bratislava - Lamač,,"Hlas - sociálna demokracia, SMER - SD, SNS",BA,nezvolený
